Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
Sporting Étoile Club Bastia ,Home,26',Goal,Georges Calmettes,Georges Calmettes,,,3841175
Sporting Étoile Club Bastia ,Home,82',Goal,François Félix,François Félix,,,3841175
Sporting Étoile Club Bastia ,Home,90',Goal,François Félix,François Félix,,,3841175
Stade Rennais FC,Away,83',Substitution,Ricardo Cherini,Not reported,,Daniel Bernard,3841175
Sporting Étoile Club Bastia ,Home,89',Substitution,Jacques Zimako,Not reported,,Marc Kanyan Case,3841175
FC Girondins Bordeaux,Home,12',Goal,Édouard Wojciak,Édouard Wojciak,,,3841176
FC Girondins Bordeaux,Home,48',Goal,Jean Gallice,Jean Gallice,,,3841176
FC Girondins Bordeaux,Home,64',Substitution,Jean-Paul Dupont,Not reported,,Roland Mitoraj,3841176
FC Girondins Bordeaux,Home,78',Direct Red Card,Jean-Claude Dubouil,"Jean-Claude Dubouil
Red card",,,3841176
Olympique Marseille,Away,7',Goal,Ange Di Caro,Ange Di Caro,,,3841177
Olympique Lyon,Home,15',Goal,Fleury Di Nallo,Fleury Di Nallo,,,3841177
Olympique Marseille,Away,24',Goal,Georges Franceschetti,Georges Franceschetti,,,3841177
Olympique Lyon,Home,34',Goal,Fleury Di Nallo,Fleury Di Nallo,,,3841177
Olympique Marseille,Away,35',Goal,Josip Skoblar,Josip Skoblar,,,3841177
Olympique Marseille,Away,39',Goal,Josip Skoblar,Josip Skoblar,,,3841177
Olympique Lyon,Home,44',Goal,Georges Prost,Georges Prost,,,3841177
Olympique Lyon,Home,52',Goal,Bernard Lacombe,Bernard Lacombe,,,3841177
Olympique Marseille,Away,46',Substitution,Daniel Leclercq,Not reported,,Salif Keita,3841177
US Valenciennes-Anzin,Away,13',Goal,Jean-Marc Giachetti,Jean-Marc Giachetti,,,3841178
AS Nancy-Lorraine,Home,42',Goal,Carlos Curbelo,Carlos Curbelo,,,3841178
Stade Reims,Away,12',Goal,César-Auguste Laraignée,César-Auguste Laraignée,,,3841179
OGC Nice,Home,22',Goal,Dick van Dijk,Dick van Dijk,,,3841179
OGC Nice,Home,39',Goal,Dick van Dijk,Dick van Dijk,,,3841179
Stade Reims,Away,62',Goal,Georges Lech,Georges Lech,,,3841179
OGC Nice,Home,46',Substitution,Jean-Pierre Ascery,Not reported,,Claude Quittet,3841179
Stade Reims,Away,46',Substitution,Bernard Lech,Not reported,,Roberto Zywica,3841179
Nîmes Olympique,Home,3',Goal,Ion Pircalab,Ion Pircalab,,,3841180
Nîmes Olympique,Home,16',Goal,Simon Iniesta,Simon Iniesta,,,3841180
Nîmes Olympique,Home,41',Goal,Simon Iniesta,Simon Iniesta,,,3841180
Nîmes Olympique,Home,80',Goal,Daniel Sanlaville,Daniel Sanlaville,,,3841180
AS Saint-Étienne,Away,70',Substitution,Christian Synaeghel,Not reported,,José Broissart,3841180
Nîmes Olympique,Home,77',Substitution,Daniel Sanlaville,Not reported,,Michel Mézy,3841180
FC Nantes,Away,21',Goal,Ángel Marcos,Ángel Marcos,,,3841181
Paris FC,Home,32',Goal,Michel Prost,Michel Prost,,,3841181
FC Nantes,Away,82',Goal,Didier Couécou,Didier Couécou,,,3841181
Paris FC,Home,52',Substitution,Daniel Solas,Not reported,,Mordechai Spiegler,3841181
FC Nantes,Away,78',Substitution,Gilles Rampillon,Not reported,,Bernard Blanchet,3841181
CS Sedan-Ardennes,Home,20',Goal,Jean-Claude Médot,Penalty,,,3841182
FC Sochaux-Montbéliard,Away,25',Goal,Léon Maier,Léon Maier,,,3841182
AS Saint-Étienne,Home,20',Goal,Jacques Santini,Header,,,3841183
RC Strasbourg Alsace,Away,32',Goal,Gérard Hausser,Gérard Hausser,,,3841183
AS Saint-Étienne,Home,43',Goal,Aimé Jacquet,Aimé Jacquet,,,3841183
AS Saint-Étienne,Home,59',Goal,Christian Sarramagna,Christian Sarramagna,,,3841183
AS Saint-Étienne,Home,77',Goal,Jean-Michel Larqué,Jean-Michel Larqué,,,3841183
AS Saint-Étienne,Home,80',Goal,Georges Bereta,Georges Bereta,,,3841183
RC Strasbourg Alsace,Away,73',Substitution,Yvan Roy,Not reported,,Heinz van Haaren,3841183
OGC Nice,Away,33',Goal,Hervé Revelli,Hervé Revelli,,,3841184
OGC Nice,Away,38',Goal,Hervé Revelli,Hervé Revelli,,,3841184
OGC Nice,Away,42',Goal,Hervé Revelli,Hervé Revelli,,,3841184
AC Ajaccio,Home,12',Substitution,Jean-Pierre Teisseire,Injury,,Claude Le Roy,3841184
Olympique Marseille,Home,42',Goal,Joseph Bonnel,Joseph Bonnel,,,3841185
FC Metz,Home,26',Goal,Nestor Combin,Nestor Combin,,,3841186
FC Metz,Home,72',Goal,Jean-Louis Massé,Jean-Louis Massé,,,3841186
Angers SCO,Away,46',Substitution,Jean-Yves Lecoeur,Not reported,,Albert Poli,3841186
FC Nantes,Home,22',Goal,Ángel Marcos,Ángel Marcos,,,3841187
FC Nantes,Home,49',Goal,Henri Michel,Henri Michel,,,3841187
AS Nancy-Lorraine,Away,85',Goal,Patrice Vicq,Penalty,,,3841187
Red Star FC,Home,9',Goal,Antonio Ameijenda,Antonio Ameijenda,,,3841188
Red Star FC,Home,12',Goal,Robert Pintenat,Robert Pintenat,,,3841188
Red Star FC,Home,60',Goal,Jacky Simon,Jacky Simon,,,3841188
FC Girondins Bordeaux,Away,67',Goal,Jean Gallice,Jean Gallice,,,3841188
FC Girondins Bordeaux,Away,46',Substitution,Guy Fraunié,Not reported,,Jean-Pierre Tokoto,3841188
Red Star FC,Home,83',Substitution,Hugo González,Not reported,,Bernard Garcia,3841188
Olympique Lyon,Away,40',Goal,Fleury Di Nallo,Fleury Di Nallo,,,3841189
Stade Reims,Home,69',Goal,Robert Rico,Robert Rico,,,3841189
Stade Reims,Home,75',Goal,Bernard Lech,Bernard Lech,,,3841189
Nîmes Olympique,Away,78',Substitution,Daniel Sanlaville,Not reported,,Simon Iniesta,3841190
US Valenciennes-Anzin,Home,18',Goal,Félix Burdino,Félix Burdino,,,3841191
US Valenciennes-Anzin,Home,23',Goal,Gérard Verstraete,Gérard Verstraete,,,3841191
US Valenciennes-Anzin,Home,32',Goal,André Coustillet,André Coustillet,,,3841191
CS Sedan-Ardennes,Away,61',Goal,Serge Dellamore,Serge Dellamore,,,3841191
US Valenciennes-Anzin,Home,83',Goal,Joseph Yegba Maya,Penalty,,,3841191
US Valenciennes-Anzin,Home,88',Goal,Jean-Marc Giachetti,Jean-Marc Giachetti,,,3841191
US Valenciennes-Anzin,Home,60',Substitution,Michel Watteau,Not reported,,Erwin Wilczek,3841191
CS Sedan-Ardennes,Away,75',Substitution,Alain Rampant,Not reported,,Ivica Osim,3841191
Stade Rennais FC,Away,14',Goal,Hervé Guermeur,Hervé Guermeur,,,3841192
Stade Rennais FC,Away,36',Goal,Fantamady Keita,Fantamady Keita,,,3841192
Paris FC,Home,50',Goal,Gérard Madronnet,Gérard Madronnet,,,3841192
Paris FC,Home,64',Goal,Louis Floch,Louis Floch,,,3841192
Paris FC,Home,20',Substitution,Daniel Solas,Injury,,Georges Eo,3841192
Stade Rennais FC,Away,53',Substitution,Réginald Dortomb,Not reported,,Ricardo Cherini,3841192
Grasshopper Club Zurich,Home,3',Goal,Shkelqim Demhasaj,Right-footed shot,Renat Dadashov,,3841193
FC St. Gallen 1879,Away,26',Goal,Emmanuel Latte Lath,Right-footed shot,Christian Witzig,,3841193
Grasshopper Club Zurich,Home,81',Goal,Tsiy Ndenge,Left-footed shot,Guilherme Schettine,,3841193
FC St. Gallen 1879,Away,90',Goal,Lukas Görtler,Penalty rebound,Emmanuel Latte Lath,,3841193
FC St. Gallen 1879,Away,46',Substitution,Isaac Schmidt,Tactical,,Michael Kempter,3841193
Grasshopper Club Zurich,Home,46',Substitution,Tsiy Ndenge,Tactical,,Christian Herc,3841193
Grasshopper Club Zurich,Home,46',Substitution,Ayumu Seko,Tactical,,Hayao Kawabe,3841193
FC St. Gallen 1879,Away,63',Substitution,Grégory Karlen,Tactical,,Christian Witzig,3841193
FC St. Gallen 1879,Away,63',Substitution,Chadrac Akolo,Tactical,,Jérémy Guillemenot,3841193
Grasshopper Club Zurich,Home,70',Substitution,Guilherme Schettine,Tactical,,Shkelqim Demhasaj,3841193
FC St. Gallen 1879,Away,72',Substitution,Willem Geubbels,Tactical,,Julian Von Moos,3841193
FC St. Gallen 1879,Away,83',Substitution,Noha Ndombasi,Tactical,,Patrick Sutter,3841193
Grasshopper Club Zurich,Home,90',Substitution,Noah Blasucci,Tactical,,Meritan Shabani,3841193
Grasshopper Club Zurich,Home,90',Substitution,Dion Kacuri,Tactical,,Renat Dadashov,3841193
Grasshopper Club Zurich,Home,8',Yellow Card,Noah Loosli,Foul,,,3841193
FC St. Gallen 1879,Away,17',Yellow Card,Patrick Sutter,Foul,,,3841193
Grasshopper Club Zurich,Home,30',Yellow Card,Renat Dadashov,Dissent,,,3841193
FC St. Gallen 1879,Away,55',Yellow Card,Julian Von Moos,Foul,,,3841193
FC St. Gallen 1879,Away,74',Yellow Card,Leonidas Stergiou,Foul,,,3841193
Grasshopper Club Zurich,Home,86',Yellow Card,Bendegúz Bolla,Time wasting,,,3841193
FC St. Gallen 1879,Away,90',Yellow Card,Lukas Görtler,Unsporting behaviour,,,3841193
Grasshopper Club Zurich,Home,90',Yellow Card,André Moreira,Time wasting,,,3841193
Grasshopper Club Zurich,Home,90',Yellow Card,Amir Abrashi,Dissent,,,3841193
Grasshopper Club Zurich,Home,90',Yellow Card,Tomás Ribeiro,Foul,,,3841193
FC Lugano,Home,77',Goal,Ignacio Aliseda,Right-footed shot,Allan Arigoni,,3841194
FC Lugano,Home,89',Goal,Mohamed Amoura,Right-footed shot,Roman Macek,,3841194
FC Lugano,Home,61',Substitution,Mickaël Facchinetti,Tactical,,Albian Hajdari,3841194
FC Lugano,Home,61',Substitution,Roman Macek,Tactical,,Uran Bislimi,3841194
BSC Young Boys,Away,64',Substitution,Filip Ugrinic,Tactical,,Donat Rrudhani,3841194
BSC Young Boys,Away,64',Substitution,Joël Monteiro,Tactical,,Jean-Pierre Nsame,3841194
FC Lugano,Home,75',Substitution,Jhon Espinoza,Tactical,,Mohamed Belhadj Mahmoud,3841194
FC Lugano,Home,75',Substitution,Mohamed Amoura,Tactical,,Zan Celar,3841194
BSC Young Boys,Away,77',Substitution,Ulisses Garcia,Tactical,,Quentin Maceiras,3841194
BSC Young Boys,Away,77',Substitution,Fabian Rieder,Tactical,,Kastriot Imeri,3841194
FC Lugano,Home,81',Substitution,Boris Babic,Tactical,,Ignacio Aliseda,3841194
BSC Young Boys,Away,83',Substitution,Cheikh Niasse,Tactical,,Sandro Lauper,3841194
BSC Young Boys,Away,11',Yellow Card,Fabian Lustenberger,Foul,,,3841194
FC Lugano,Home,37',Yellow Card,Mohamed Belhadj Mahmoud,Foul,,,3841194
FC Lugano,Home,82',Yellow Card,Allan Arigoni,Foul,,,3841194
FC Lugano,Home,87',Yellow Card,Boris Babic,Foul,,,3841194
Servette FC,Home,41',Goal,Chris Bedia,Left-footed shot,Miroslav Stevanovic,,3841195
FC Basel 1893,Away,43',Goal,Zeki Amdouni,Right-footed shot,Andy Diouf,,3841195
FC Basel 1893,Away,69',Goal,Wouter Burger,Left-footed shot,Fabian Frei,,3841195
Servette FC,Home,73',Goal,Hussayn Touati,Left-footed shot,Miroslav Stevanovic,,3841195
Servette FC,Home,81',Goal,Miroslav Stevanovic,Left-footed shot,Gaël Clichy,,3841195
FC Basel 1893,Away,88',Goal,Zeki Amdouni,Tap-in,Bradley Fink,,3841195
Servette FC,Home,62',Substitution,Boubacar Fofana,Tactical,,Dereck Kutesa,3841195
Servette FC,Home,62',Substitution,Hussayn Touati,Tactical,,Patrick Pflücke,3841195
FC Basel 1893,Away,69',Substitution,Andi Zeqiri,Injury,,Jean-Kévin Augustin,3841195
Servette FC,Home,79',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841195
Servette FC,Home,79',Substitution,Samba Diba,Tactical,,Timothé Cognat,3841195
FC Basel 1893,Away,87',Substitution,Sergio López,Tactical,,Liam Millar,3841195
FC Basel 1893,Away,87',Substitution,Bradley Fink,Tactical,,Darian Males,3841195
Servette FC,Home,23',Yellow Card,Miroslav Stevanovic,Foul,,,3841195
Servette FC,Home,45',Yellow Card,Patrick Pflücke,Dissent,,,3841195
FC Basel 1893,Away,61',Yellow Card,Jean-Kévin Augustin,Time wasting,,,3841195
Servette FC,Home,86',Yellow Card,Enzo Crivelli,Foul,,,3841195
Servette FC,Home,90',Yellow Card,Hussayn Touati,Foul,,,3841195
FC Sion,Home,15',Goal,Anto Grgic,Penalty,,,3841196
FC Luzern,Away,52',Goal,Pascal Schürpf,Left-footed shot,,,3841196
FC Luzern,Away,75',Goal,Sofyan Chader,Right-footed shot,Pius Dorn,,3841196
FC Sion,Home,24',Substitution,Giovanni Sio,Injury,,Itaitinga,3841196
FC Luzern,Away,46',Substitution,Sofyan Chader,Tactical,,Rúben Dantas Fernandes,3841196
FC Luzern,Away,62',Substitution,Mohamed Dräger,Tactical,,Severin Ottiger,3841196
FC Sion,Home,67',Substitution,Kevin Halabaku,Tactical,,Kevin Bua,3841196
FC Luzern,Away,72',Substitution,Asumah Abubakar,Tactical,,Lars Villiger,3841196
FC Luzern,Away,81',Substitution,Luca Jaquez,Injury,,Ismajl Beka,3841196
FC Sion,Home,82',Substitution,Gaëtan Karlen,Tactical,,Ilyas Chouaref,3841196
FC Luzern,Away,13',Yellow Card,Max Meyer,Dissent,,,3841196
FC Luzern,Away,45',Yellow Card,Nicky Beloko,Foul,,,3841196
FC Sion,Home,66',Direct Red Card,Denis Will Poha,Violent conduct,,,3841196
FC Zürich,Away,6',Goal,Antonio Marchesano,Right-footed shot,Nikola Boranijasevic,,3841197
FC Zürich,Away,13',Goal,Adrián Guerrero,Left-footed shot,Fidan Aliti,,3841197
FC Winterthur,Home,39',Substitution,Michael Gonçalves,Injury,,Adrian Gantenbein,3841197
FC Winterthur,Home,46',Substitution,Sayfallah Ltaief,Tactical,,Thibault Corbaz,3841197
FC Winterthur,Home,58',Substitution,Eris Abedini,Tactical,,Remo Arnold,3841197
FC Zürich,Away,60',Substitution,Aiyegun Tosin,Tactical,,Fabian Rohner,3841197
FC Winterthur,Home,76',Substitution,Souleymane Diaby,Tactical,,Tobias Schättin,3841197
FC Winterthur,Home,76',Substitution,Samuel Ballet,Tactical,,Nishan Burkart,3841197
FC Zürich,Away,76',Substitution,Blerim Dzemaili,Tactical,,Bledian Krasniqi,3841197
FC Zürich,Away,76',Substitution,Jonathan Okita,Tactical,,Antonio Marchesano,3841197
FC Zürich,Away,84',Substitution,Becir Omeragic,Tactical,,Nikola Boranijasevic,3841197
FC Zürich,Away,28',Yellow Card,Nikola Katic,Foul,,,3841197
FC Zürich,Away,46',Yellow Card,Lindrit Kamberi,Foul,,,3841197
FC Winterthur,Home,53',Yellow Card,Remo Arnold,Foul,,,3841197
FC Winterthur,Home,66',Yellow Card,Eris Abedini,Foul,,,3841197
FC Zürich,Away,90',Yellow Card,Cheick Condé,Foul,,,3841197
FC Zürich,Away,90',Yellow Card,Jonathan Okita,Dissent,,,3841197
FC Metz,Away,57',Goal,Bernard Deferrez,Bernard Deferrez,,,3841198
RC Strasbourg Alsace,Home,75',Substitution,Yvan Roy,Not reported,,Marc Molitor,3841198
Sporting Étoile Club Bastia ,Home,10',Goal,Denis Bauda,Denis Bauda,,,3841199
Sporting Étoile Club Bastia ,Home,69',Goal,Claude Papi,Claude Papi,,,3841199
Sporting Étoile Club Bastia ,Home,37',Substitution,Jean-Pierre Giordani,Injury,,Serge Lenoir,3841199
US Valenciennes-Anzin,Away,61',Substitution,Michel Watteau,Not reported,,Jean-Marc Giachetti,3841199
FC Girondins Bordeaux,Home,33',Goal,Piero Lattuada,Piero Lattuada,,,3841200
FC Girondins Bordeaux,Home,77',Goal,Piero Lattuada,Piero Lattuada,,,3841200
FC Girondins Bordeaux,Home,82',Goal,Piero Lattuada,Piero Lattuada,,,3841200
Olympique Lyon,Home,28',Goal,Michel Maillard,Michel Maillard,,,3841201
Olympique Lyon,Home,88',Goal,Daniel Ravier,Daniel Ravier,,,3841201
FC Sochaux-Montbéliard,Away,78',Substitution,Bernard Goraguer,Not reported,,Jean-Pierre Guinot,3841201
Olympique Marseille,Away,2',Goal,Josip Skoblar,Josip Skoblar,,,3841202
FC Nantes,Home,22',Goal,Claude Arribas,Claude Arribas,,,3841202
Olympique Marseille,Away,35',Goal,Joseph Bonnel,Joseph Bonnel,,,3841202
Red Star FC,Away,14',Goal,Bernard Ducuing,Bernard Ducuing,,,3841203
OGC Nice,Home,81',Goal,Dick van Dijk,Dick van Dijk,,,3841203
Red Star FC,Away,82',Substitution,Hugo González,Not reported,,Bernard Garcia,3841203
Nîmes Olympique,Home,13',Goal,Michel Mézy,Michel Mézy,,,3841204
Nîmes Olympique,Home,18',Goal,Jacky Vergnes,Jacky Vergnes,,,3841204
Stade Reims,Away,27',Goal,Robert Rico,Robert Rico,,,3841204
Nîmes Olympique,Home,75',Substitution,Daniel Sanlaville,Not reported,,Jean-Pierre Betton,3841204
Stade Reims,Away,87',Substitution,Didier Simon,Not reported,,Richard Krawczyk,3841204
AS Saint-Étienne,Away,43',Goal,Aimé Jacquet,Aimé Jacquet,,,3841205
Paris FC,Home,49',Goal,Bernard Guignedoux,Bernard Guignedoux,,,3841205
AS Saint-Étienne,Away,75',Substitution,Pierre Repellini,Not reported,,Jacques Santini,3841205
Angers SCO,Away,21',Goal,Éric Edwige,Éric Edwige,,,3841206
Angers SCO,Away,38',Goal,Jacky Lemée,Jacky Lemée,,,3841206
CS Sedan-Ardennes,Home,60',Goal,Jacky Le Bihan,Jacky Le Bihan,,,3841206
CS Sedan-Ardennes,Home,77',Goal,Marcello Farrabi,Marcello Farrabi,,,3841206
CS Sedan-Ardennes,Home,75',Substitution,Alain Rampant,Not reported,,Roger Wicke,3841206
Angers SCO,Away,78',Substitution,Michel Cassan,Not reported,,Marc Berdoll,3841206
AS Nancy-Lorraine,Home,36',Goal,Antoine Kuszowski,Antoine Kuszowski,,,3841207
AS Nancy-Lorraine,Home,50',Goal,Eduardo Flores,Eduardo Flores,,,3841207
AS Nancy-Lorraine,Home,63',Goal,Raúl Castronovo,Raúl Castronovo,,,3841207
AS Nancy-Lorraine,Home,84',Goal,Antoine Kuszowski,Antoine Kuszowski,,,3841207
Stade Rennais FC,Away,77',Substitution,Réginald Dortomb,Not reported,,Pierre Garcia,3841207
FC Basel 1893,Home,50',Goal,Zeki Amdouni,Right-footed shot,Darian Males,,3841208
FC Basel 1893,Home,69',Goal,Zeki Amdouni,Right-footed shot,Darian Males,,3841208
FC Basel 1893,Home,81',Goal,Dan Ndoye,Right-footed shot,Zeki Amdouni,,3841208
Grasshopper Club Zurich,Away,90',Goal,Christian Herc,Left-footed shot,Renat Dadashov,,3841208
FC Basel 1893,Home,23',Substitution,Kasim Adams,Injury,,Michael Lang,3841208
FC Basel 1893,Home,46',Substitution,Darian Males,Tactical,,Wouter Burger,3841208
Grasshopper Club Zurich,Away,46',Substitution,Nadjack,Tactical,,Dominik Schmid,3841208
Grasshopper Club Zurich,Away,56',Substitution,Renat Dadashov,Tactical,,Guilherme Schettine,3841208
Grasshopper Club Zurich,Away,56',Substitution,Petar Pusic,Tactical,,Tsiy Ndenge,3841208
FC Basel 1893,Home,66',Substitution,Liam Millar,Tactical,,Sergio López,3841208
Grasshopper Club Zurich,Away,66',Substitution,Christian Herc,Tactical,,Shkelqim Demhasaj,3841208
FC Basel 1893,Home,74',Substitution,Jean-Kévin Augustin,Tactical,,Andi Zeqiri,3841208
Grasshopper Club Zurich,Away,77',Substitution,Dion Kacuri,Tactical,,Noah Loosli,3841208
Grasshopper Club Zurich,Away,26',Yellow Card,Tsiy Ndenge,Foul,,,3841208
Grasshopper Club Zurich,Away,57',Yellow Card,Noah Loosli,Foul,,,3841208
FC Basel 1893,Home,59',Yellow Card,Fabian Frei,Foul,,,3841208
Grasshopper Club Zurich,Away,72',Yellow Card,Christian Herc,Dissent,,,3841208
Servette FC,Away,33',Goal,Chris Bedia,Left-footed shot,Dereck Kutesa,,3841209
FC Luzern,Home,54',Substitution,Pascal Schürpf,Tactical,,Ardon Jashari,3841209
FC Luzern,Home,54',Substitution,Mohamed Dräger,Tactical,,Pius Dorn,3841209
Servette FC,Away,64',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841209
Servette FC,Away,64',Substitution,Alexis Antunes,Tactical,,Dereck Kutesa,3841209
FC Luzern,Home,65',Substitution,Asumah Abubakar,Tactical,,Lars Villiger,3841209
Servette FC,Away,69',Substitution,Hussayn Touati,Tactical,,Patrick Pflücke,3841209
FC Luzern,Home,77',Substitution,Marco Burch,Injury,,Luca Jaquez,3841209
FC Luzern,Home,77',Substitution,Luuk Breedijk,Tactical,,Sofyan Chader,3841209
Servette FC,Away,90',Substitution,Ronny Rodelin,Delay,,Timothé Cognat,3841209
Servette FC,Away,90',Substitution,Baba Souare,Delay,,Hussayn Touati,3841209
FC Luzern,Home,2',Yellow Card,Sofyan Chader,Foul,,,3841209
Servette FC,Away,38',Yellow Card,Chris Bedia,Foul,,,3841209
Servette FC,Away,54',Yellow Card,Nicolas Vouilloz,Foul,,,3841209
FC Luzern,Home,73',Yellow Card,Ismajl Beka,Foul,,,3841209
FC St. Gallen 1879,Home,5',Goal,Emmanuel Latte Lath,Left-footed shot,,,3841210
FC St. Gallen 1879,Home,21',Goal,Emmanuel Latte Lath,Counter attack goal,Isaac Schmidt,,3841210
FC St. Gallen 1879,Home,45',Goal,Julian Von Moos,Left-footed shot,Patrick Sutter,,3841210
FC St. Gallen 1879,Home,89',Goal,Chadrac Akolo,Right-footed shot,Jordi Quintillà,,3841210
FC Sion,Away,31',Substitution,Luca Zuffi,Injury,,Kevin Halabaku,3841210
FC Sion,Away,46',Substitution,Gora Diouf,Tactical,,Dennis Iapichino,3841210
FC St. Gallen 1879,Home,52',Substitution,Basil Stillhart,Injury,,Patrick Sutter,3841210
FC St. Gallen 1879,Home,52',Substitution,Jérémy Guillemenot,Tactical,,Julian Von Moos,3841210
FC St. Gallen 1879,Home,52',Substitution,Christian Witzig,Tactical,,Grégory Karlen,3841210
FC St. Gallen 1879,Home,56',Substitution,Albert Vallci,Injury,,Leonidas Stergiou,3841210
FC Sion,Away,62',Substitution,Kevin Bua,Tactical,,Nathanaël Saintini,3841210
FC Sion,Away,70',Substitution,Gaëtan Karlen,Tactical,,Ilyas Chouaref,3841210
FC Sion,Away,70',Substitution,Yassin Fortuné,Tactical,,Giovanni Sio,3841210
FC St. Gallen 1879,Home,71',Substitution,Willem Geubbels,Tactical,,Emmanuel Latte Lath,3841210
FC Sion,Away,56',Yellow Card,Numa Lavanchy,Foul,,,3841210
FC Sion,Away,61',Yellow Card,Musa Araz,Foul,,,3841210
FC St. Gallen 1879,Home,86',Yellow Card,Willem Geubbels,Foul,,,3841210
BSC Young Boys,Home,30',Goal,Jean-Pierre Nsame,Right-footed shot,Christian Fassnacht,,3841211
FC Winterthur,Away,48',Goal,Roman Buess,Right-footed shot,Matteo Di Giusto,,3841211
BSC Young Boys,Home,88',Goal,Kastriot Imeri,Left-footed shot,Fabian Lustenberger,,3841211
FC Winterthur,Away,46',Substitution,Sayfallah Ltaief,Tactical,,Nishan Burkart,3841211
FC Winterthur,Away,64',Substitution,Noe Holenstein,Tactical,,Samuel Ballet,3841211
BSC Young Boys,Home,64',Substitution,Joël Monteiro,Tactical,,Christian Fassnacht,3841211
BSC Young Boys,Home,64',Substitution,Kastriot Imeri,Tactical,,Fabian Rieder,3841211
FC Winterthur,Away,76',Substitution,Francisco Rodríguez,Tactical,,Matteo Di Giusto,3841211
BSC Young Boys,Home,79',Substitution,Loris Benito,Tactical,,Ulisses Garcia,3841211
BSC Young Boys,Home,79',Substitution,Donat Rrudhani,Tactical,,Meschack Elia,3841211
BSC Young Boys,Home,85',Substitution,Fabian Lustenberger,Tactical,,Sandro Lauper,3841211
FC Winterthur,Away,89',Substitution,Tobias Schättin,Tactical,,Roman Buess,3841211
FC Winterthur,Away,89',Substitution,Laurin Vögele,Tactical,,Hekuran Kryeziu,3841211
BSC Young Boys,Home,12',Yellow Card,Christian Fassnacht,Foul,,,3841211
FC Winterthur,Away,22',Yellow Card,Michael Gonçalves,Foul,,,3841211
FC Winterthur,Away,29',Yellow Card,Samuel Ballet,Foul,,,3841211
BSC Young Boys,Home,59',Yellow Card,Filip Ugrinic,Foul,,,3841211
FC Winterthur,Away,68',Yellow Card,Noe Holenstein,Foul,,,3841211
BSC Young Boys,Home,80',Yellow Card,Cédric Zesiger,Foul,,,3841211
FC Lugano,Away,18',Goal,Kreshnik Hajrizi,Header,Roman Macek,,3841212
FC Lugano,Away,41',Goal,Zan Celar,Left-footed shot,Mohamed Amoura,,3841212
FC Zürich,Home,86',Goal,Roko Simic,Right-footed shot,Fabian Rohner,,3841212
FC Zürich,Home,89',Goal,Aiyegun Tosin,Left-footed shot,Roko Simic,,3841212
FC Lugano,Away,90',Goal,Renato Steffen,Left-footed shot,Roman Macek,,3841212
FC Zürich,Home,46',Substitution,Jonathan Okita,Tactical,,Becir Omeragic,3841212
FC Zürich,Home,46',Substitution,Fabian Rohner,Tactical,,Bledian Krasniqi,3841212
FC Lugano,Away,60',Substitution,Boris Babic,Tactical,,Zan Celar,3841212
FC Lugano,Away,60',Substitution,Allan Arigoni,Tactical,,Albian Hajdari,3841212
FC Zürich,Home,61',Substitution,Roko Simic,Tactical,,Antonio Marchesano,3841212
FC Lugano,Away,70',Substitution,Renato Steffen,Tactical,,Mattia Bottani,3841212
FC Lugano,Away,70',Substitution,Ignacio Aliseda,Tactical,,Mohamed Amoura,3841212
FC Zürich,Home,71',Substitution,Stephan Seiler,Tactical,,Blerim Dzemaili,3841212
FC Zürich,Home,79',Substitution,Selmin Hodza,Tactical,,Nikola Boranijasevic,3841212
FC Lugano,Away,79',Substitution,Ousmane Doumbia,Tactical,,Uran Bislimi,3841212
FC Lugano,Away,26',Yellow Card,Jhon Espinoza,Foul,,,3841212
FC Zürich,Home,29',Yellow Card,Ifeanyi Mathew,Foul,,,3841212
FC Zürich,Home,50',Yellow Card,Jonathan Okita,Foul,,,3841212
FC Lugano,Away,73',Yellow Card,Renato Steffen,Foul,,,3841212
FC Zürich,Home,77',Yellow Card,Nikola Katic,Foul,,,3841212
FC Zürich,Home,88',Yellow Card,Stephan Seiler,Foul,,,3841212
