Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
FC St. Gallen 1879,Home,80',Substitution,Fabian Schubert,Tactical,,Julian Von Moos,3841152
BSC Young Boys,Away,86',Substitution,Loris Benito,Tactical,,Ulisses Garcia,3841152
BSC Young Boys,Away,86',Substitution,Cheikh Niasse,Tactical,,Joël Monteiro,3841152
FC St. Gallen 1879,Home,42',Yellow Card,Julian Von Moos,Unsporting behaviour,,,3841152
BSC Young Boys,Away,42',Yellow Card,Fabian Rieder,Unsporting behaviour,,,3841152
FC St. Gallen 1879,Home,47',Yellow Card,Albert Vallci,Foul,,,3841152
BSC Young Boys,Away,58',Yellow Card,Miguel Chaiwa,Foul,,,3841152
FC St. Gallen 1879,Home,70',Yellow Card,Michael Kempter,Foul,,,3841152
CS Sedan-Ardennes,Away,29',Goal,Yves Mariot,Yves Mariot,,,3841153
Stade Rennais FC,Home,67',Goal,Hervé Guermeur,Hervé Guermeur,,,3841153
Stade Rennais FC,Home,63',Substitution,Raymond Keruzoré,Not reported,,Ricardo Cherini,3841153
CS Sedan-Ardennes,Away,70',Substitution,Alain Rampant,Not reported,,Serge Dellamore,3841153
RC Strasbourg Alsace,Away,14',Goal,Heinz van Haaren,Heinz van Haaren,,,3841154
FC Sochaux-Montbéliard,Home,41',Goal,Laszlo Seles,Laszlo Seles,,,3841154
FC Sochaux-Montbéliard,Home,72',Substitution,Abdel Djadaoui,Not reported,,Bernard Goraguer,3841154
Nîmes Olympique,Away,34',Goal,Pierre Dell'Oste,Pierre Dell'Oste,,,3841156
Nîmes Olympique,Away,37',Goal,Pierre Dell'Oste,Pierre Dell'Oste,,,3841156
Olympique Marseille,Home,72',Goal,Roger Le Boedec,Roger Le Boedec,,,3841156
Olympique Marseille,Home,46',Substitution,Roger Le Boedec,Not reported,,Georges Franceschetti,3841156
Nîmes Olympique,Away,57',Substitution,Simon Iniesta,Not reported,,Ion Pircalab,3841156
AS Nancy-Lorraine,Home,4',Goal,Eduardo Flores,Eduardo Flores,,,3841157
Sporting Étoile Club Bastia ,Away,15',Goal,François Félix,François Félix,,,3841157
AS Nancy-Lorraine,Home,25',Goal,Patrice Vicq,Penalty,,,3841157
Sporting Étoile Club Bastia ,Away,28',Goal,François Félix,François Félix,,,3841157
AS Nancy-Lorraine,Home,83',Goal,Carlos Curbelo,Carlos Curbelo,,,3841157
FC Nantes,Home,18',Goal,Erich Maas,Erich Maas,,,3841158
FC Nantes,Home,32',Goal,Georges Grabowski,Georges Grabowski,,,3841158
Red Star FC,Away,42',Goal,Antonio Ameijenda,Antonio Ameijenda,,,3841158
FC Nantes,Home,77',Goal,Ángel Marcos,Ángel Marcos,,,3841158
FC Nantes,Home,67',Substitution,Gilles Rampillon,Not reported,,Didier Couécou,3841158
Red Star FC,Away,80',Substitution,Jacques Glyczinski,Not reported,,Carlos Monín,3841158
Paris FC,Home,7',Goal,Mordechai Spiegler,Penalty,,,3841159
Paris FC,Home,16',Goal,Michel Prost,Michel Prost,,,3841159
Paris FC,Home,38',Goal,Mordechai Spiegler,Mordechai Spiegler,,,3841159
Olympique Lyon,Away,40',Goal,Bernard Lacombe,Penalty,,,3841159
Paris FC,Home,58',Goal,Mordechai Spiegler,Penalty,,,3841159
Paris FC,Home,83',Goal,Jean-Claude Bras,Jean-Claude Bras,,,3841159
FC Girondins Bordeaux,Away,14',Goal,Jean-François Jodar,Jean-François Jodar,,,3841160
Stade Reims,Home,51',Goal,Delio Onnis,Delio Onnis,,,3841160
Stade Reims,Home,58',Goal,Bernard Lech,Bernard Lech,,,3841160
Stade Reims,Home,89',Goal,Bernard Lech,Bernard Lech,,,3841160
FC Girondins Bordeaux,Away,71',Substitution,Alain Giresse,Not reported,,Philippe Goubet,3841160
AS Saint-Étienne,Home,10',Goal,Jacques Santini,Jacques Santini,,,3841161
AS Saint-Étienne,Home,28',Goal,Jean-Michel Larqué,Jean-Michel Larqué,,,3841161
AS Saint-Étienne,Home,39',Goal,Georges Bereta,Penalty,,,3841161
AS Saint-Étienne,Home,45',Goal,Patrick Revelli,Patrick Revelli,,,3841161
AS Saint-Étienne,Home,80',Goal,Jean-Yves Lecoeur,Jean-Yves Lecoeur,,,3841161
Angers SCO,Away,66',Substitution,Patrick Brulez,Not reported,,Roger Fiévet,3841161
OGC Nice,Away,48',Goal,Leif Eriksson,Leif Eriksson,,,3841162
US Valenciennes-Anzin,Home,72',Goal,Joseph Yegba Maya,Joseph Yegba Maya,,,3841162
Grasshopper Club Zurich,Home,68',Goal,Hayao Kawabe,Direct free kick,,,3841163
Grasshopper Club Zurich,Home,76',Goal,Noah Loosli,Header,Petar Pusic,,3841163
FC Luzern,Away,61',Substitution,Sofyan Chader,Tactical,,Lars Villiger,3841163
FC Luzern,Away,69',Substitution,Mohamed Dräger,Tactical,,Severin Ottiger,3841163
Grasshopper Club Zurich,Home,72',Substitution,Petar Pusic,Tactical,,Meritan Shabani,3841163
Grasshopper Club Zurich,Home,76',Substitution,Teruki Hara,Tactical,,Dominik Schmid,3841163
FC Luzern,Away,81',Substitution,Asumah Abubakar,Tactical,,Pascal Schürpf,3841163
FC Luzern,Away,81',Substitution,Mihailo Stevanovic,Tactical,,Nicky Beloko,3841163
Grasshopper Club Zurich,Home,87',Substitution,Tsiy Ndenge,Tactical,,Giotto Morandi,3841163
Grasshopper Club Zurich,Home,87',Substitution,Renat Dadashov,Tactical,,Shkelqim Demhasaj,3841163
Grasshopper Club Zurich,Home,37',Yellow Card,Bendegúz Bolla,Foul,,,3841163
FC Luzern,Away,58',Yellow Card,Pascal Schürpf,Foul,,,3841163
FC Luzern,Away,67',Yellow Card,Marius Müller,Dissent,,,3841163
FC Luzern,Away,67',Yellow Card,Marco Burch,Foul,,,3841163
FC Luzern,Away,79',Yellow Card,Nicky Beloko,Foul,,,3841163
Grasshopper Club Zurich,Home,90',Yellow Card,Christian Herc,Foul,,,3841163
FC Lugano,Home,15',Goal,Ignacio Aliseda,Left-footed shot,Fabio Daprelà,,3841164
FC Winterthur,Away,16',Goal,Joaquín Ardaiz,Left-footed shot,Nishan Burkart,,3841164
FC Lugano,Home,21',Goal,Allan Arigoni,Header,Jonathan Sabbatini,,3841164
FC Winterthur,Away,46',Substitution,Roman Buess,Tactical,,Joaquín Ardaiz,3841164
FC Winterthur,Away,61',Substitution,Thibault Corbaz,Tactical,,Hekuran Kryeziu,3841164
FC Lugano,Home,65',Substitution,Mattia Bottani,Tactical,,Mohamed Amoura,3841164
FC Lugano,Home,65',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Uran Bislimi,3841164
FC Winterthur,Away,71',Substitution,Francisco Rodríguez,Tactical,,Samir Ramizi,3841164
FC Winterthur,Away,71',Substitution,Samuel Ballet,Tactical,,Nishan Burkart,3841164
FC Winterthur,Away,76',Substitution,Michael Gonçalves,Tactical,,Adrian Gantenbein,3841164
FC Lugano,Home,77',Substitution,Mickaël Facchinetti,Tactical,,Roman Macek,3841164
FC Lugano,Home,77',Substitution,Boris Babic,Tactical,,Zan Celar,3841164
FC Lugano,Home,88',Substitution,Johan Nkama,Tactical,,Ignacio Aliseda,3841164
FC Winterthur,Away,69',Yellow Card,Roman Buess,Foul,,,3841164
FC Winterthur,Away,83',Yellow Card,Samuel Ballet,Foul,,,3841164
FC Lugano,Home,90',Yellow Card,Kreshnik Hajrizi,Time wasting,,,3841164
Servette FC,Home,5',Goal,Patrick Pflücke,Left-footed shot,Kevin Mbabu,,3841165
Servette FC,Home,8',Goal,Dereck Kutesa,Right-footed shot,Miroslav Stevanovic,,3841165
Servette FC,Home,9',Goal,Gaël Clichy,Long distance kick,,,3841165
Servette FC,Home,70',Goal,Miroslav Stevanovic,Left-footed shot,Enzo Crivelli,,3841165
Servette FC,Home,85',Goal,Enzo Crivelli,Penalty,,,3841165
FC Sion,Away,46',Substitution,Reto Ziegler,Tactical,,Nathanaël Saintini,3841165
FC Sion,Away,46',Substitution,Dennis Iapichino,Tactical,,Luca Zuffi,3841165
FC Sion,Away,46',Substitution,Musa Araz,Tactical,,Mario Balotelli,3841165
FC Sion,Away,46',Substitution,Numa Lavanchy,Tactical,,Dimitri Cavaré,3841165
Servette FC,Home,66',Substitution,Ronny Rodelin,Tactical,,Dereck Kutesa,3841165
Servette FC,Home,66',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841165
Servette FC,Home,79',Substitution,Moussa Diallo,Tactical,,Kevin Mbabu,3841165
Servette FC,Home,79',Substitution,Boubacar Fofana,Tactical,,Patrick Pflücke,3841165
Servette FC,Home,83',Substitution,Théo Valls,Tactical,,Timothé Cognat,3841165
FC Sion,Away,86',Substitution,Yassin Fortuné,Tactical,,Gaëtan Karlen,3841165
FC Sion,Away,29',Yellow Card,Gaëtan Karlen,Foul,,,3841165
FC Sion,Away,33',Yellow Card,Baltazar,Foul,,,3841165
FC St. Gallen 1879,Home,22',Goal,Jérémy Guillemenot,Direct free kick,,,3841166
FC St. Gallen 1879,Home,24',Goal,Lukas Görtler,Right-footed shot,Julian Von Moos,,3841166
FC St. Gallen 1879,Home,36',Goal,Jordi Quintillà,Left-footed shot,Jérémy Guillemenot,,3841166
FC St. Gallen 1879,Home,52',Goal,Emmanuel Latte Lath,Header,Jordi Quintillà,,3841166
FC Basel 1893,Away,54',Goal,Andi Zeqiri,Deflected shot on goal,Fabian Frei,,3841166
FC St. Gallen 1879,Home,63',Goal,Emmanuel Latte Lath,Right-footed shot,Julian Von Moos,,3841166
FC St. Gallen 1879,Home,90',Goal,Willem Geubbels,Right-footed shot,,,3841166
FC Basel 1893,Away,46',Substitution,Dan Ndoye,Tactical,,Anton Kade,3841166
FC Basel 1893,Away,46',Substitution,Andy Pelmard,Tactical,,Emmanuel Essiam,3841166
FC Basel 1893,Away,46',Substitution,Zeki Amdouni,Tactical,,Bradley Fink,3841166
FC Basel 1893,Away,60',Substitution,Jean-Kévin Augustin,Injury,,Darian Males,3841166
FC Basel 1893,Away,60',Substitution,Adriano Onyegbule,Tactical,,Fabian Frei,3841166
FC St. Gallen 1879,Home,68',Substitution,Isaac Schmidt,Tactical,,Michael Kempter,3841166
FC St. Gallen 1879,Home,68',Substitution,Willem Geubbels,Tactical,,Emmanuel Latte Lath,3841166
FC St. Gallen 1879,Home,68',Substitution,Noha Ndombasi,Tactical,,Julian Von Moos,3841166
FC St. Gallen 1879,Home,74',Substitution,Grégory Karlen,Tactical,,Jérémy Guillemenot,3841166
FC St. Gallen 1879,Home,85',Substitution,Basil Stillhart,Tactical,,Patrick Sutter,3841166
FC Basel 1893,Away,34',Yellow Card,Liam Millar,Dissent,,,3841166
FC Basel 1893,Away,45',Yellow Card,Darian Males,Foul,,,3841166
FC St. Gallen 1879,Home,90',Yellow Card,Willem Geubbels,Taking off shirt,,,3841166
BSC Young Boys,Home,21',Goal,Lewin Blum,Right-footed shot,Ulisses Garcia,,3841167
FC Zürich,Away,29',Goal,Bledian Krasniqi,Penalty,,,3841167
BSC Young Boys,Home,46',Substitution,Cédric Zesiger,Tactical,,Fabian Lustenberger,3841167
BSC Young Boys,Home,63',Substitution,Loris Benito,Tactical,,Ulisses Garcia,3841167
BSC Young Boys,Home,63',Substitution,Christian Fassnacht,Tactical,,Donat Rrudhani,3841167
BSC Young Boys,Home,63',Substitution,Kastriot Imeri,Tactical,,Filip Ugrinic,3841167
FC Zürich,Away,65',Substitution,Ole Selnæs,Tactical,,Bledian Krasniqi,3841167
FC Zürich,Away,74',Substitution,Jonathan Okita,Tactical,,Antonio Marchesano,3841167
FC Zürich,Away,74',Substitution,Roko Simic,Tactical,,Fabian Rohner,3841167
BSC Young Boys,Home,74',Substitution,Cedric Itten,Tactical,,Jean-Pierre Nsame,3841167
BSC Young Boys,Home,28',Yellow Card,Fabian Lustenberger,Foul,,,3841167
FC Zürich,Away,61',Yellow Card,Fidan Aliti,Foul,,,3841167
FC Zürich,Away,75',Yellow Card,Cheick Condé,Foul,,,3841167
BSC Young Boys,Home,85',Yellow Card,Meschack Elia,Handball,,,3841167
FC Basel 1893,Home,35',Goal,Andi Zeqiri,Header,Anton Kade,,3841168
FC Lugano,Away,84',Goal,Renato Steffen,Direct free kick,,,3841168
FC Lugano,Away,46',Substitution,Jhon Espinoza,Tactical,,Kreshnik Hajrizi,3841168
FC Lugano,Away,46',Substitution,Mohamed Amoura,Tactical,,Uran Bislimi,3841168
FC Basel 1893,Home,57',Substitution,Zeki Amdouni,Tactical,,Andi Zeqiri,3841168
FC Lugano,Away,59',Substitution,Mattia Bottani,Tactical,,Roman Macek,3841168
FC Lugano,Away,76',Substitution,Hicham Mahou,Tactical,,Ignacio Aliseda,3841168
FC Lugano,Away,76',Substitution,Mohamed Belhadj Mahmoud,Tactical,,Jonathan Sabbatini,3841168
FC Basel 1893,Home,81',Substitution,Bradley Fink,Tactical,,Jean-Kévin Augustin,3841168
FC Basel 1893,Home,81',Substitution,Hugo Vogel,Tactical,,Anton Kade,3841168
FC Lugano,Away,19',Yellow Card,Kreshnik Hajrizi,Foul,,,3841168
FC Basel 1893,Home,38',Yellow Card,Andi Zeqiri,Foul,,,3841168
FC Basel 1893,Home,62',Yellow Card,Darian Males,Dissent,,,3841168
FC Basel 1893,Home,63',Yellow Card,Riccardo Calafiori,Foul,,,3841168
FC Lugano,Away,89',Yellow Card,Renato Steffen,Foul,,,3841168
FC Lugano,Away,89',Yellow Card,Hicham Mahou,Unsporting behaviour,,,3841168
FC Basel 1893,Home,90',Yellow Card,Fabian Frei,Dissent,,,3841168
FC Basel 1893,Home,90',Yellow-Red Card,Riccardo Calafiori,Unsporting behaviour,,,3841168
FC Lugano,Away,90',Yellow Card,Amir Saipi,Unsporting behaviour,,,3841168
FC Luzern,Home,24',Goal,Lars Villiger,Right-footed shot,Without assist,,3841169
FC St. Gallen 1879,Away,45',Goal,Emmanuel Latte Lath,Header,Julian Von Moos,,3841169
FC Luzern,Home,65',Substitution,Asumah Abubakar,Injury,,Mohamed Dräger,3841169
FC St. Gallen 1879,Away,70',Substitution,Isaac Schmidt,Tactical,,Jérémy Guillemenot,3841169
FC St. Gallen 1879,Away,70',Substitution,Willem Geubbels,Tactical,,Christian Witzig,3841169
FC Luzern,Home,78',Substitution,Severin Ottiger,Tactical,,Lars Villiger,3841169
FC St. Gallen 1879,Away,83',Substitution,Chadrac Akolo,Tactical,,Julian Von Moos,3841169
FC St. Gallen 1879,Away,83',Substitution,Noha Ndombasi,Tactical,,Patrick Sutter,3841169
FC Luzern,Home,85',Substitution,Luuk Breedijk,Tactical,,Max Meyer,3841169
FC Luzern,Home,15',Yellow Card,Max Meyer,Foul,,,3841169
FC Luzern,Home,18',Yellow Card,Ardon Jashari,Foul,,,3841169
FC St. Gallen 1879,Away,57',Yellow Card,Lukas Görtler,Dissent,,,3841169
FC St. Gallen 1879,Away,64',Yellow Card,Matej Maglica,Foul,,,3841169
FC Luzern,Home,74',Direct Red Card,Denis Simani,Professional foul,,,3841169
BSC Young Boys,Away,27',Goal,Jean-Pierre Nsame,Penalty,,,3841170
BSC Young Boys,Away,50',Goal,Jean-Pierre Nsame,Left-footed shot,Loris Benito,,3841170
FC Sion,Home,58',Substitution,Kevin Halabaku,Tactical,,Yassin Fortuné,3841170
BSC Young Boys,Away,60',Substitution,Ulisses Garcia,Tactical,,Loris Benito,3841170
BSC Young Boys,Away,60',Substitution,Mohamed Camara,Tactical,,Aurèle Amenda,3841170
BSC Young Boys,Away,73',Substitution,Kevin Rüegg,Tactical,,Lewin Blum,3841170
BSC Young Boys,Away,73',Substitution,Meschack Elia,Tactical,,Jean-Pierre Nsame,3841170
FC Sion,Home,75',Substitution,Dennis Iapichino,Injury,,Musa Araz,3841170
BSC Young Boys,Away,80',Substitution,Donat Rrudhani,Tactical,,Kastriot Imeri,3841170
FC Sion,Home,89',Substitution,Gilles Richard,Injury,,Joël Schmied,3841170
BSC Young Boys,Away,6',Yellow Card,Aurèle Amenda,Foul,,,3841170
FC Sion,Home,26',Yellow Card,Numa Lavanchy,Foul,,,3841170
BSC Young Boys,Away,38',Yellow Card,Loris Benito,Foul,,,3841170
FC Sion,Home,73',Yellow Card,Musa Araz,Foul,,,3841170
BSC Young Boys,Away,84',Yellow Card,Fabian Rieder,Foul,,,3841170
Servette FC,Away,52',Goal,Chris Bedia,Right-footed shot,Anthony Baron,,3841171
FC Winterthur,Home,61',Substitution,Sayfallah Ltaief,Tactical,,Hekuran Kryeziu,3841171
FC Winterthur,Home,61',Substitution,Laurin Vögele,Tactical,,Neftali Manzambi,3841171
FC Winterthur,Home,65',Substitution,Tobias Schättin,Tactical,,Souleymane Diaby,3841171
Servette FC,Away,72',Substitution,Ronny Rodelin,Tactical,,Dereck Kutesa,3841171
Servette FC,Away,72',Substitution,Enzo Crivelli,Tactical,,Chris Bedia,3841171
Servette FC,Away,72',Substitution,Alexis Antunes,Tactical,,Patrick Pflücke,3841171
FC Winterthur,Home,77',Substitution,Michael Gonçalves,Tactical,,Adrian Gantenbein,3841171
FC Winterthur,Home,77',Substitution,Francisco Rodríguez,Tactical,,Nishan Burkart,3841171
Servette FC,Away,90',Substitution,Steve Rouiller,Delay,,Timothé Cognat,3841171
Servette FC,Away,90',Substitution,Boubacar Fofana,Delay,,Miroslav Stevanovic,3841171
Servette FC,Away,30',Yellow Card,Samba Diba,Foul,,,3841171
FC Winterthur,Home,85',Yellow Card,Francisco Rodríguez,Foul,,,3841171
FC Winterthur,Home,90',Yellow Card,Matteo Di Giusto,Dissent,,,3841171
Grasshopper Club Zurich,Away,8',Goal,Petar Pusic,Counter attack goal,Shkelqim Demhasaj,,3841172
FC Zürich,Home,24',Goal,Lindrit Kamberi,Header,Adrián Guerrero,,3841172
FC Zürich,Home,54',Goal,Blerim Dzemaili,Left-footed shot,Nikola Boranijasevic,,3841172
Grasshopper Club Zurich,Away,60',Substitution,Renat Dadashov,Tactical,,Meritan Shabani,3841172
FC Zürich,Home,66',Substitution,Aiyegun Tosin,Tactical,,Blerim Dzemaili,3841172
FC Zürich,Home,66',Substitution,Jonathan Okita,Tactical,,Fabian Rohner,3841172
FC Zürich,Home,66',Substitution,Bledian Krasniqi,Tactical,,Antonio Marchesano,3841172
Grasshopper Club Zurich,Away,75',Substitution,Tsiy Ndenge,Tactical,,Amir Abrashi,3841172
Grasshopper Club Zurich,Away,75',Substitution,Teruki Hara,Tactical,,Bendegúz Bolla,3841172
FC Zürich,Home,86',Substitution,Becir Omeragic,Delay,,Nikola Boranijasevic,3841172
Grasshopper Club Zurich,Away,86',Substitution,Georg Margreitter,Tactical,,Giotto Morandi,3841172
Grasshopper Club Zurich,Away,86',Substitution,Dion Kacuri,Tactical,,Shkelqim Demhasaj,3841172
FC Zürich,Home,90',Substitution,Marc Hornschuh,Delay,,Ifeanyi Mathew,3841172
Grasshopper Club Zurich,Away,35',Yellow Card,Dominik Schmid,Foul,,,3841172
FC Zürich,Home,55',Yellow Card,Blerim Dzemaili,Taking off shirt,,,3841172
Grasshopper Club Zurich,Away,58',Yellow Card,Amir Abrashi,Foul,,,3841172
Grasshopper Club Zurich,Away,87',Yellow Card,Petar Pusic,Dissent,,,3841172
FC Zürich,Home,88',Yellow Card,Cheick Condé,Foul,,,3841172
RC Strasbourg Alsace,Home,12',Goal,Marc Molitor,Header,,,3841173
RC Strasbourg Alsace,Home,22',Goal,André Burkhard,Penalty,,,3841173
RC Strasbourg Alsace,Home,64',Goal,Marc Molitor,Marc Molitor,,,3841173
RC Strasbourg Alsace,Home,66',Goal,Gérard Hausser,Right-footed shot,,,3841173
RC Strasbourg Alsace,Home,83',Goal,Stan Libuda,Stan Libuda,,,3841173
RC Strasbourg Alsace,Home,87',Goal,Heinz van Haaren,Heinz van Haaren,,,3841173
AC Ajaccio,Away,70',Substitution,Lambert Verdonk,Not reported,,Michel Albaladéjo,3841173
Angers SCO,Home,85',Goal,Jean-Marc Guillou,Jean-Marc Guillou,,,3841174
Angers SCO,Home,78',Substitution,Jean-Yves Lecoeur,Not reported,,Jacky Lemée,3841174
Sporting Étoile Club Bastia ,Home,20',Goal,Claude Papi,Claude Papi,,,3841175
